"","DateTime","Solskin","lattitude[i]","longtitude[i]","by[i]"
"246","2020-01-11 07:00:00",0,55.3088,10.4398,"Årslev"
"247","2020-01-11 08:00:00",0,55.3088,10.4398,"Årslev"
"248","2020-01-11 09:00:00",5.5,55.3088,10.4398,"Årslev"
"249","2020-01-11 10:00:00",0,55.3088,10.4398,"Årslev"
"250","2020-01-11 11:00:00",0,55.3088,10.4398,"Årslev"
"251","2020-01-11 12:00:00",0,55.3088,10.4398,"Årslev"
"252","2020-01-11 13:00:00",0,55.3088,10.4398,"Årslev"
"253","2020-01-11 14:00:00",0,55.3088,10.4398,"Årslev"
"254","2020-01-11 15:00:00",0,55.3088,10.4398,"Årslev"
"255","2020-01-11 16:00:00",0,55.3088,10.4398,"Årslev"
"256","2020-01-11 17:00:00",0,55.3088,10.4398,"Årslev"
"257","2020-01-11 18:00:00",0,55.3088,10.4398,"Årslev"
"258","2020-01-11 19:00:00",0,55.3088,10.4398,"Årslev"
"259","2020-01-11 20:00:00",0,55.3088,10.4398,"Årslev"
"260","2020-01-11 21:00:00",0,55.3088,10.4398,"Årslev"
"261","2020-01-11 22:00:00",0,55.3088,10.4398,"Årslev"
"262","2020-01-11 23:00:00",0,55.3088,10.4398,"Årslev"
"263","2020-01-12 00:00:00",0,55.3088,10.4398,"Årslev"
"264","2020-01-12 01:00:00",0,55.3088,10.4398,"Årslev"
"265","2020-01-12 02:00:00",0,55.3088,10.4398,"Årslev"
"266","2020-01-12 03:00:00",0,55.3088,10.4398,"Årslev"
"267","2020-01-12 04:00:00",0,55.3088,10.4398,"Årslev"
"268","2020-01-12 05:00:00",0,55.3088,10.4398,"Årslev"
"269","2020-01-12 06:00:00",0,55.3088,10.4398,"Årslev"
"270","2020-01-12 07:00:00",0,55.3088,10.4398,"Årslev"
"271","2020-01-12 08:00:00",0,55.3088,10.4398,"Årslev"
"272","2020-01-12 09:00:00",0,55.3088,10.4398,"Årslev"
"273","2020-01-12 10:00:00",0,55.3088,10.4398,"Årslev"
"274","2020-01-12 11:00:00",0,55.3088,10.4398,"Årslev"
"275","2020-01-12 12:00:00",0,55.3088,10.4398,"Årslev"
"276","2020-01-12 13:00:00",0,55.3088,10.4398,"Årslev"
"277","2020-01-12 14:00:00",0,55.3088,10.4398,"Årslev"
"278","2020-01-12 15:00:00",0,55.3088,10.4398,"Årslev"
"279","2020-01-12 16:00:00",0,55.3088,10.4398,"Årslev"
"280","2020-01-12 17:00:00",0,55.3088,10.4398,"Årslev"
"281","2020-01-12 18:00:00",0,55.3088,10.4398,"Årslev"
"282","2020-01-12 19:00:00",0,55.3088,10.4398,"Årslev"
"283","2020-01-12 20:00:00",0,55.3088,10.4398,"Årslev"
"284","2020-01-12 21:00:00",0,55.3088,10.4398,"Årslev"
"285","2020-01-12 22:00:00",0,55.3088,10.4398,"Årslev"
"286","2020-01-12 23:00:00",0,55.3088,10.4398,"Årslev"
"287","2020-01-13 00:00:00",0,55.3088,10.4398,"Årslev"
"288","2020-01-13 01:00:00",0,55.3088,10.4398,"Årslev"
"289","2020-01-13 02:00:00",0,55.3088,10.4398,"Årslev"
"290","2020-01-13 03:00:00",0,55.3088,10.4398,"Årslev"
"291","2020-01-13 04:00:00",0,55.3088,10.4398,"Årslev"
"292","2020-01-13 05:00:00",0,55.3088,10.4398,"Årslev"
"293","2020-01-13 06:00:00",0,55.3088,10.4398,"Årslev"
"294","2020-01-13 07:00:00",0,55.3088,10.4398,"Årslev"
"295","2020-01-13 08:00:00",0,55.3088,10.4398,"Årslev"
"296","2020-01-13 09:00:00",0,55.3088,10.4398,"Årslev"
"297","2020-01-13 10:00:00",22.5,55.3088,10.4398,"Årslev"
"298","2020-01-13 11:00:00",1.5,55.3088,10.4398,"Årslev"
"299","2020-01-13 12:00:00",8.5,55.3088,10.4398,"Årslev"
"300","2020-01-13 13:00:00",0,55.3088,10.4398,"Årslev"
"301","2020-01-13 14:00:00",0,55.3088,10.4398,"Årslev"
"302","2020-01-13 15:00:00",0,55.3088,10.4398,"Årslev"
"303","2020-01-13 16:00:00",0,55.3088,10.4398,"Årslev"
"304","2020-01-13 17:00:00",0,55.3088,10.4398,"Årslev"
"305","2020-01-13 18:00:00",0,55.3088,10.4398,"Årslev"
"306","2020-01-13 19:00:00",0,55.3088,10.4398,"Årslev"
"307","2020-01-13 20:00:00",0,55.3088,10.4398,"Årslev"
"308","2020-01-13 21:00:00",0,55.3088,10.4398,"Årslev"
"309","2020-01-13 22:00:00",0,55.3088,10.4398,"Årslev"
"310","2020-01-13 23:00:00",0,55.3088,10.4398,"Årslev"
"311","2020-01-14 00:00:00",0,55.3088,10.4398,"Årslev"
"312","2020-01-14 01:00:00",0,55.3088,10.4398,"Årslev"
"313","2020-01-14 02:00:00",0,55.3088,10.4398,"Årslev"
"314","2020-01-14 03:00:00",0,55.3088,10.4398,"Årslev"
"315","2020-01-14 04:00:00",0,55.3088,10.4398,"Årslev"
"316","2020-01-14 05:00:00",0,55.3088,10.4398,"Årslev"
"317","2020-01-14 06:00:00",0,55.3088,10.4398,"Årslev"
"318","2020-01-14 07:00:00",0,55.3088,10.4398,"Årslev"
"319","2020-01-14 08:00:00",0,55.3088,10.4398,"Årslev"
"320","2020-01-14 09:00:00",0,55.3088,10.4398,"Årslev"
"321","2020-01-14 10:00:00",0,55.3088,10.4398,"Årslev"
"322","2020-01-14 11:00:00",0,55.3088,10.4398,"Årslev"
"323","2020-01-14 12:00:00",0,55.3088,10.4398,"Årslev"
"324","2020-01-14 13:00:00",0,55.3088,10.4398,"Årslev"
"325","2020-01-14 14:00:00",0.5,55.3088,10.4398,"Årslev"
"326","2020-01-14 15:00:00",0,55.3088,10.4398,"Årslev"
"327","2020-01-14 16:00:00",0,55.3088,10.4398,"Årslev"
"328","2020-01-14 17:00:00",0,55.3088,10.4398,"Årslev"
"329","2020-01-14 18:00:00",0,55.3088,10.4398,"Årslev"
"330","2020-01-14 19:00:00",0,55.3088,10.4398,"Årslev"
"331","2020-01-14 20:00:00",0,55.3088,10.4398,"Årslev"
"332","2020-01-14 21:00:00",0,55.3088,10.4398,"Årslev"
"333","2020-01-14 22:00:00",0,55.3088,10.4398,"Årslev"
"334","2020-01-14 23:00:00",0,55.3088,10.4398,"Årslev"
"335","2020-01-15 00:00:00",0,55.3088,10.4398,"Årslev"
"336","2020-01-15 01:00:00",0,55.3088,10.4398,"Årslev"
"337","2020-01-15 02:00:00",0,55.3088,10.4398,"Årslev"
"338","2020-01-15 03:00:00",0,55.3088,10.4398,"Årslev"
"339","2020-01-15 04:00:00",0,55.3088,10.4398,"Årslev"
"340","2020-01-15 05:00:00",0,55.3088,10.4398,"Årslev"
"341","2020-01-15 06:00:00",0,55.3088,10.4398,"Årslev"
"342","2020-01-15 07:00:00",0,55.3088,10.4398,"Årslev"
"343","2020-01-15 08:00:00",0,55.3088,10.4398,"Årslev"
"344","2020-01-15 09:00:00",0,55.3088,10.4398,"Årslev"
"345","2020-01-15 10:00:00",0,55.3088,10.4398,"Årslev"
"346","2020-01-15 11:00:00",0,55.3088,10.4398,"Årslev"
"347","2020-01-15 12:00:00",0,55.3088,10.4398,"Årslev"
"348","2020-01-15 13:00:00",0,55.3088,10.4398,"Årslev"
"349","2020-01-15 14:00:00",0,55.3088,10.4398,"Årslev"
"350","2020-01-15 15:00:00",0,55.3088,10.4398,"Årslev"
"351","2020-01-15 16:00:00",0,55.3088,10.4398,"Årslev"
"352","2020-01-15 17:00:00",0,55.3088,10.4398,"Årslev"
"353","2020-01-15 18:00:00",0,55.3088,10.4398,"Årslev"
"354","2020-01-15 19:00:00",0,55.3088,10.4398,"Årslev"
"355","2020-01-15 20:00:00",0,55.3088,10.4398,"Årslev"
"356","2020-01-15 21:00:00",0,55.3088,10.4398,"Årslev"
"357","2020-01-15 22:00:00",0,55.3088,10.4398,"Årslev"
"358","2020-01-15 23:00:00",0,55.3088,10.4398,"Årslev"
"359","2020-01-16 00:00:00",0,55.3088,10.4398,"Årslev"
"360","2020-01-16 01:00:00",0,55.3088,10.4398,"Årslev"
"361","2020-01-16 02:00:00",0,55.3088,10.4398,"Årslev"
"362","2020-01-16 03:00:00",0,55.3088,10.4398,"Årslev"
"363","2020-01-16 04:00:00",0,55.3088,10.4398,"Årslev"
"364","2020-01-16 05:00:00",0,55.3088,10.4398,"Årslev"
"365","2020-01-16 06:00:00",0,55.3088,10.4398,"Årslev"
"366","2020-01-16 07:00:00",0,55.3088,10.4398,"Årslev"
"367","2020-01-16 08:00:00",0,55.3088,10.4398,"Årslev"
"368","2020-01-16 09:00:00",0,55.3088,10.4398,"Årslev"
"369","2020-01-16 10:00:00",0,55.3088,10.4398,"Årslev"
"370","2020-01-16 11:00:00",4,55.3088,10.4398,"Årslev"
"371","2020-01-16 12:00:00",0,55.3088,10.4398,"Årslev"
"372","2020-01-16 13:00:00",0,55.3088,10.4398,"Årslev"
"373","2020-01-16 14:00:00",0,55.3088,10.4398,"Årslev"
"374","2020-01-16 15:00:00",1,55.3088,10.4398,"Årslev"
"375","2020-01-16 16:00:00",0,55.3088,10.4398,"Årslev"
"376","2020-01-16 17:00:00",0,55.3088,10.4398,"Årslev"
"377","2020-01-16 18:00:00",0,55.3088,10.4398,"Årslev"
"378","2020-01-16 19:00:00",0,55.3088,10.4398,"Årslev"
"379","2020-01-16 20:00:00",0,55.3088,10.4398,"Årslev"
"380","2020-01-16 21:00:00",0,55.3088,10.4398,"Årslev"
"381","2020-01-16 22:00:00",0,55.3088,10.4398,"Årslev"
"382","2020-01-16 23:00:00",0,55.3088,10.4398,"Årslev"
"383","2020-01-17 00:00:00",0,55.3088,10.4398,"Årslev"
"384","2020-01-17 01:00:00",0,55.3088,10.4398,"Årslev"
"385","2020-01-17 02:00:00",0,55.3088,10.4398,"Årslev"
"386","2020-01-17 03:00:00",0,55.3088,10.4398,"Årslev"
"387","2020-01-17 04:00:00",0,55.3088,10.4398,"Årslev"
"388","2020-01-17 05:00:00",0,55.3088,10.4398,"Årslev"
"389","2020-01-17 06:00:00",0,55.3088,10.4398,"Årslev"
"390","2020-01-17 07:00:00",0,55.3088,10.4398,"Årslev"
"391","2020-01-17 08:00:00",1.5,55.3088,10.4398,"Årslev"
"392","2020-01-17 09:00:00",43.5,55.3088,10.4398,"Årslev"
"393","2020-01-17 10:00:00",55.5,55.3088,10.4398,"Årslev"
"394","2020-01-17 11:00:00",57.5,55.3088,10.4398,"Årslev"
"395","2020-01-17 12:00:00",58,55.3088,10.4398,"Årslev"
